,Concurso,Numeros,Ganhadores
1547,560,"[1, 2, 4, 9, 10, 12, 14, 17, 18, 19, 20, 21, 23, 24, 25]",4
1548,559,"[1, 2, 5, 7, 9, 10, 11, 13, 14, 16, 19, 20, 21, 22, 23]",8
1549,558,"[1, 3, 4, 5, 7, 10, 12, 14, 17, 18, 20, 21, 22, 24, 25]",4
1550,557,"[1, 5, 7, 8, 9, 10, 12, 14, 15, 17, 18, 19, 20, 21, 23]",8
1551,556,"[1, 5, 7, 8, 9, 10, 12, 14, 15, 17, 18, 19, 20, 21, 23]",8
1552,555,"[1, 4, 8, 9, 11, 13, 14, 16, 17, 18, 20, 22, 23, 24, 25]",1
1553,554,"[1, 2, 3, 4, 6, 9, 13, 14, 17, 19, 20, 21, 22, 24, 25]",2
1554,553,"[4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 17, 18, 21, 23, 24]",6
1555,552,"[1, 3, 4, 5, 6, 8, 10, 12, 13, 17, 20, 22, 23, 24, 25]",5
1556,551,"[3, 7, 8, 10, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 24]",4
1557,550,"[1, 5, 6, 7, 9, 10, 11, 13, 14, 16, 17, 18, 20, 21, 22]",0
1558,549,"[3, 4, 7, 9, 10, 11, 13, 14, 15, 16, 17, 20, 21, 22, 23]",3
1559,548,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 14, 17, 20, 23, 25]",3
1560,547,"[1, 2, 4, 5, 6, 9, 10, 12, 14, 16, 17, 19, 20, 24, 25]",4
1561,546,"[2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 17, 18, 19, 21, 23]",10
1562,545,"[1, 3, 5, 6, 7, 11, 12, 13, 14, 15, 17, 18, 23, 24, 25]",5
1563,544,"[2, 4, 5, 7, 8, 9, 11, 13, 14, 15, 18, 19, 21, 23, 24]",8
1564,543,"[1, 5, 7, 8, 10, 11, 13, 14, 15, 16, 17, 20, 22, 24, 25]",1
1565,542,"[1, 2, 3, 4, 5, 8, 9, 10, 13, 16, 17, 18, 20, 22, 24]",2
1566,541,"[3, 4, 5, 6, 9, 10, 13, 14, 15, 17, 19, 20, 22, 24, 25]",13
1567,540,"[2, 6, 7, 8, 9, 11, 12, 13, 15, 16, 18, 19, 20, 22, 24]",2
1568,539,"[1, 2, 4, 5, 6, 8, 9, 12, 13, 14, 15, 16, 19, 21, 23]",2
1569,538,"[2, 5, 6, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 24, 25]",2
1570,537,"[1, 2, 4, 6, 9, 10, 11, 14, 15, 17, 18, 20, 22, 23, 24]",3
1571,536,"[3, 4, 5, 7, 9, 11, 15, 16, 17, 19, 20, 22, 23, 24, 25]",3
1572,535,"[1, 4, 5, 6, 9, 11, 13, 15, 16, 17, 19, 21, 23, 24, 25]",8
1573,534,"[1, 2, 3, 5, 7, 8, 11, 12, 13, 15, 18, 19, 21, 22, 24]",8
1574,533,"[1, 2, 3, 8, 9, 10, 11, 13, 14, 16, 17, 18, 20, 24, 25]",2
1575,532,"[1, 2, 4, 5, 6, 7, 9, 11, 12, 13, 15, 16, 19, 22, 24]",4
1576,531,"[1, 2, 3, 7, 10, 12, 13, 14, 15, 16, 17, 21, 22, 23, 25]",1
1577,530,"[3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 16, 18, 21, 22, 23]",2
1578,529,"[2, 3, 5, 6, 7, 11, 12, 16, 17, 18, 19, 20, 22, 23, 25]",1
1579,528,"[2, 3, 4, 6, 7, 8, 10, 11, 12, 15, 19, 21, 23, 24, 25]",1
1580,527,"[1, 2, 5, 6, 9, 11, 12, 14, 15, 16, 17, 19, 22, 23, 24]",3
1581,526,"[1, 2, 4, 7, 8, 9, 10, 11, 12, 14, 15, 16, 19, 24, 25]",4
1582,525,"[3, 4, 6, 9, 10, 11, 13, 15, 16, 17, 18, 20, 21, 22, 25]",4
1583,524,"[2, 3, 5, 6, 7, 10, 11, 12, 14, 17, 20, 21, 22, 23, 24]",4
1584,523,"[2, 4, 5, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 24, 25]",2
1585,522,"[2, 4, 6, 7, 9, 11, 16, 17, 18, 19, 21, 22, 23, 24, 25]",1
1586,521,"[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 17, 19, 20, 23]",4
1587,520,"[2, 4, 5, 6, 9, 10, 12, 14, 15, 18, 19, 20, 22, 23, 24]",5
1588,519,"[2, 3, 7, 9, 11, 12, 13, 15, 16, 17, 19, 21, 23, 24, 25]",8
1589,518,"[4, 5, 6, 7, 10, 11, 12, 13, 14, 16, 17, 19, 20, 22, 24]",1
1590,517,"[1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 17, 21, 22, 23]",1
1591,516,"[2, 4, 5, 6, 7, 8, 11, 12, 13, 14, 18, 20, 21, 23, 24]",1
1592,515,"[2, 3, 5, 7, 9, 10, 11, 12, 13, 14, 17, 18, 20, 24, 25]",6
1593,514,"[1, 5, 6, 7, 8, 9, 11, 12, 15, 17, 18, 21, 22, 24, 25]",2
1594,513,"[1, 2, 3, 6, 9, 10, 11, 13, 15, 17, 18, 20, 22, 23, 25]",5
1595,512,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 21, 24]",1
1596,511,"[1, 2, 5, 7, 10, 11, 12, 13, 14, 17, 18, 19, 21, 24, 25]",5
1597,510,"[1, 2, 3, 4, 6, 7, 10, 11, 12, 13, 20, 21, 22, 23, 25]",4
1598,509,"[1, 3, 5, 6, 9, 11, 12, 15, 16, 17, 19, 20, 22, 24, 25]",9
1599,508,"[2, 3, 5, 6, 7, 8, 9, 14, 15, 16, 18, 19, 23, 24, 25]",5
1600,507,"[1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 20, 21, 23, 24, 25]",6
1601,506,"[4, 5, 6, 9, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 24]",1
1602,505,"[3, 4, 6, 7, 9, 11, 15, 16, 17, 18, 19, 20, 21, 22, 24]",1
1603,504,"[1, 6, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23]",0
1604,503,"[1, 2, 3, 4, 5, 7, 11, 12, 14, 15, 17, 20, 21, 24, 25]",3
1605,502,"[1, 2, 3, 4, 5, 6, 8, 10, 11, 13, 16, 18, 19, 23, 24]",2
1606,501,"[1, 2, 3, 4, 6, 9, 12, 15, 17, 18, 19, 21, 23, 24, 25]",9
1607,500,"[2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 18, 20, 21, 23, 25]",11
1608,499,"[1, 2, 3, 4, 7, 10, 11, 12, 15, 17, 19, 20, 21, 24, 25]",5
1609,498,"[1, 2, 4, 5, 6, 11, 13, 14, 15, 16, 18, 20, 22, 23, 25]",1
1610,497,"[1, 2, 3, 4, 5, 8, 9, 11, 12, 14, 16, 17, 19, 23, 25]",1
1611,496,"[3, 4, 5, 7, 9, 11, 13, 14, 15, 16, 17, 19, 21, 22, 24]",4
1612,495,"[1, 3, 4, 6, 7, 8, 9, 11, 13, 15, 17, 19, 22, 24, 25]",14
1613,494,"[2, 3, 4, 5, 7, 8, 12, 13, 15, 16, 18, 19, 20, 21, 22]",1
1614,493,"[1, 4, 5, 7, 8, 10, 12, 13, 14, 15, 17, 18, 21, 22, 25]",1
1615,492,"[1, 2, 3, 4, 6, 8, 11, 12, 14, 15, 18, 19, 21, 24, 25]",2
1616,491,"[1, 2, 3, 7, 9, 11, 12, 13, 16, 20, 21, 22, 23, 24, 25]",10
1617,490,"[3, 5, 6, 8, 10, 11, 12, 13, 14, 16, 17, 18, 21, 22, 23]",3
1618,489,"[1, 2, 5, 7, 10, 11, 12, 14, 17, 18, 19, 21, 22, 23, 25]",1
1619,488,"[5, 6, 7, 8, 11, 12, 13, 14, 15, 17, 18, 20, 22, 24, 25]",6
1620,487,"[4, 5, 6, 7, 8, 9, 10, 14, 15, 17, 18, 19, 21, 22, 24]",5
1621,486,"[1, 2, 3, 4, 5, 7, 9, 11, 13, 15, 18, 19, 20, 21, 22]",3
1622,485,"[2, 3, 4, 5, 6, 7, 11, 16, 17, 18, 20, 21, 22, 24, 25]",2
1623,484,"[1, 4, 6, 8, 9, 10, 11, 13, 14, 16, 17, 20, 21, 23, 25]",3
1624,483,"[1, 4, 5, 6, 7, 9, 11, 12, 14, 17, 18, 21, 22, 23, 24]",5
1625,482,"[2, 6, 7, 8, 9, 10, 12, 15, 16, 17, 19, 21, 22, 23, 25]",4
1626,481,"[1, 3, 5, 7, 9, 10, 12, 13, 14, 15, 17, 20, 21, 22, 24]",7
1627,480,"[4, 5, 6, 7, 8, 9, 11, 12, 15, 17, 18, 19, 22, 24, 25]",2
1628,479,"[2, 3, 5, 8, 11, 13, 14, 15, 16, 18, 19, 22, 23, 24, 25]",1
1629,478,"[2, 3, 5, 7, 9, 10, 11, 12, 13, 16, 18, 22, 23, 24, 25]",7
1630,477,"[2, 4, 6, 7, 8, 10, 11, 12, 14, 16, 18, 20, 23, 24, 25]",8
1631,476,"[1, 5, 6, 7, 9, 10, 11, 13, 14, 15, 16, 17, 19, 24, 25]",1
1632,475,"[2, 3, 4, 5, 6, 9, 10, 11, 13, 14, 17, 20, 21, 23, 25]",0
1633,474,"[1, 2, 3, 5, 9, 10, 11, 12, 15, 16, 17, 18, 21, 23, 24]",2
1634,473,"[1, 2, 5, 6, 7, 8, 9, 11, 12, 15, 17, 19, 22, 23, 25]",8
1635,472,"[1, 2, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 17, 18, 20]",3
1636,471,"[2, 3, 4, 6, 9, 10, 11, 12, 13, 14, 15, 16, 20, 24, 25]",1
1637,470,"[1, 3, 4, 5, 6, 7, 8, 10, 11, 13, 15, 18, 20, 22, 23]",3
1638,469,"[1, 2, 5, 6, 7, 8, 10, 11, 13, 14, 18, 19, 22, 23, 25]",3
1639,468,"[2, 3, 5, 6, 9, 10, 12, 13, 15, 17, 18, 21, 22, 24, 25]",8
1640,467,"[2, 4, 5, 6, 7, 10, 13, 14, 15, 17, 18, 21, 22, 24, 25]",5
1641,466,"[2, 6, 7, 8, 10, 11, 12, 14, 17, 18, 19, 20, 21, 22, 25]",1
1642,465,"[1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 18, 19, 21, 22, 25]",2
1643,464,"[1, 2, 5, 8, 10, 11, 16, 17, 19, 20, 21, 22, 23, 24, 25]",2
1644,463,"[2, 3, 6, 7, 9, 11, 13, 14, 17, 18, 19, 20, 22, 23, 25]",7
1645,462,"[1, 2, 3, 5, 7, 8, 12, 14, 16, 17, 18, 21, 22, 23, 24]",0
1646,461,"[3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 17, 19, 23, 24]",5
1647,460,"[1, 3, 4, 6, 9, 10, 11, 12, 14, 15, 16, 17, 19, 22, 23]",8
1648,459,"[1, 2, 3, 4, 7, 10, 11, 12, 14, 15, 17, 19, 20, 21, 23]",3
1649,458,"[2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 15, 16, 18, 20, 22]",5
1650,457,"[1, 4, 5, 11, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 25]",1
1651,456,"[1, 3, 4, 9, 10, 11, 12, 13, 14, 17, 18, 21, 23, 24, 25]",7
1652,455,"[1, 3, 4, 5, 6, 7, 8, 11, 12, 14, 18, 19, 21, 23, 25]",8
1653,454,"[3, 4, 6, 7, 11, 12, 13, 14, 15, 17, 19, 20, 22, 24, 25]",0
1654,453,"[1, 2, 3, 4, 6, 9, 11, 14, 15, 17, 19, 20, 21, 24, 25]",4
1655,452,"[1, 6, 7, 8, 9, 10, 11, 12, 14, 17, 18, 19, 20, 24, 25]",0
1656,451,"[1, 3, 5, 6, 8, 9, 14, 15, 17, 18, 19, 22, 23, 24, 25]",9
1657,450,"[4, 5, 6, 7, 9, 11, 14, 16, 17, 18, 21, 22, 23, 24, 25]",3
1658,449,"[1, 2, 3, 4, 8, 9, 10, 11, 16, 17, 18, 19, 22, 24, 25]",0
1659,448,"[1, 3, 5, 6, 9, 10, 11, 12, 13, 14, 15, 17, 20, 23, 24]",1
1660,447,"[1, 2, 5, 8, 10, 12, 16, 17, 18, 19, 20, 21, 22, 24, 25]",3
1661,446,"[1, 2, 4, 5, 6, 8, 10, 11, 14, 15, 16, 19, 21, 23, 24]",5
1662,445,"[1, 2, 4, 7, 9, 10, 11, 12, 13, 15, 16, 18, 19, 20, 21]",4
1663,444,"[1, 2, 3, 6, 7, 10, 14, 15, 18, 19, 20, 21, 22, 24, 25]",4
1664,443,"[1, 2, 3, 5, 7, 10, 11, 12, 16, 17, 18, 19, 21, 22, 23]",4
1665,442,"[5, 6, 7, 8, 9, 12, 13, 14, 15, 17, 18, 22, 23, 24, 25]",8
1666,441,"[1, 2, 3, 4, 7, 8, 9, 10, 11, 13, 14, 20, 23, 24, 25]",1
1667,440,"[1, 3, 5, 8, 9, 12, 13, 14, 15, 16, 19, 21, 22, 24, 25]",4
1668,439,"[2, 3, 5, 9, 10, 11, 12, 14, 15, 17, 19, 21, 23, 24, 25]",3
1669,438,"[1, 4, 7, 8, 9, 11, 13, 15, 17, 18, 21, 22, 23, 24, 25]",2
1670,437,"[1, 2, 4, 5, 6, 8, 10, 11, 12, 16, 17, 19, 20, 21, 23]",1
1671,436,"[3, 4, 6, 7, 10, 13, 14, 15, 18, 19, 20, 21, 22, 23, 25]",4
1672,435,"[1, 3, 4, 5, 10, 11, 13, 14, 15, 16, 17, 18, 21, 24, 25]",2
1673,434,"[3, 4, 6, 9, 11, 12, 13, 15, 16, 17, 18, 21, 23, 24, 25]",3
1674,433,"[1, 2, 3, 5, 7, 8, 9, 14, 15, 19, 21, 22, 23, 24, 25]",4
1675,432,"[2, 3, 4, 6, 7, 10, 12, 13, 15, 17, 19, 20, 21, 23, 24]",12
1676,431,"[1, 2, 3, 5, 9, 11, 12, 13, 15, 18, 20, 21, 22, 23, 24]",3
1677,430,"[2, 3, 4, 5, 6, 7, 9, 11, 13, 14, 15, 20, 22, 23, 25]",1
1678,429,"[2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 16, 17, 19, 23, 25]",7
1679,428,"[1, 3, 4, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24]",2
1680,427,"[1, 3, 4, 5, 6, 7, 9, 10, 11, 12, 16, 19, 21, 22, 24]",2
1681,426,"[2, 3, 4, 5, 6, 8, 10, 11, 15, 16, 18, 19, 22, 24, 25]",2
1682,425,"[1, 7, 9, 10, 11, 12, 13, 15, 16, 18, 19, 20, 22, 23, 24]",6
1683,424,"[1, 3, 6, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 24, 25]",0
1684,423,"[1, 2, 3, 5, 11, 13, 15, 16, 17, 18, 20, 22, 23, 24, 25]",1
1685,422,"[1, 2, 3, 4, 6, 7, 8, 12, 13, 14, 17, 18, 22, 23, 25]",11
1686,421,"[3, 4, 5, 8, 9, 10, 12, 13, 14, 15, 16, 19, 20, 23, 25]",2
1687,420,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18, 19, 22, 24, 25]",3
1688,419,"[3, 4, 5, 6, 7, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24]",10
1689,418,"[5, 8, 9, 10, 11, 12, 13, 14, 18, 19, 20, 22, 23, 24, 25]",4
1690,417,"[1, 2, 3, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 21, 23]",1
1691,416,"[1, 2, 5, 6, 7, 13, 15, 16, 18, 19, 20, 22, 23, 24, 25]",4
1692,415,"[1, 3, 7, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23]",5
1693,414,"[2, 3, 5, 6, 8, 9, 10, 11, 15, 16, 18, 19, 20, 21, 25]",1
1694,413,"[2, 3, 5, 6, 8, 9, 10, 12, 13, 14, 16, 17, 20, 21, 25]",4
1695,412,"[3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 25]",1
1696,411,"[1, 5, 7, 9, 11, 12, 14, 16, 17, 18, 20, 21, 22, 24, 25]",4
1697,410,"[1, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 25]",3
1698,409,"[1, 2, 4, 6, 7, 8, 10, 14, 16, 17, 20, 21, 23, 24, 25]",7
1699,408,"[1, 2, 3, 4, 10, 11, 12, 14, 15, 18, 19, 20, 21, 22, 23]",6
1700,407,"[2, 4, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 20, 22, 25]",3
1701,406,"[1, 2, 4, 5, 7, 8, 9, 10, 11, 16, 17, 21, 22, 23, 24]",2
1702,405,"[4, 5, 6, 7, 8, 11, 12, 13, 14, 16, 18, 19, 22, 24, 25]",4
1703,404,"[1, 5, 6, 8, 10, 11, 13, 14, 16, 18, 20, 21, 22, 24, 25]",10
1704,403,"[1, 5, 6, 8, 10, 11, 13, 14, 16, 18, 20, 21, 22, 24, 25]",10
1705,402,"[2, 4, 6, 7, 8, 9, 11, 12, 13, 14, 15, 19, 21, 24, 25]",1
1706,401,"[1, 2, 3, 5, 6, 7, 8, 10, 14, 16, 17, 21, 23, 24, 25]",4
1707,400,"[1, 5, 9, 10, 12, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24]",2
1708,399,"[1, 4, 7, 9, 10, 11, 12, 14, 16, 17, 19, 21, 22, 23, 24]",6
1709,398,"[2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 16, 18, 20, 21, 22]",3
1710,397,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 15, 20, 22, 25]",3
1711,396,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 13, 15, 18, 20, 22, 24]",12
1712,395,"[1, 2, 4, 6, 8, 9, 11, 13, 14, 15, 17, 21, 22, 23, 25]",6
1713,394,"[2, 5, 6, 7, 8, 12, 13, 14, 16, 18, 20, 21, 22, 23, 24]",4
1714,393,"[1, 3, 4, 6, 7, 8, 10, 11, 17, 18, 20, 21, 22, 23, 25]",3
1715,392,"[1, 2, 3, 4, 10, 11, 12, 14, 15, 17, 18, 20, 21, 23, 25]",0
1716,391,"[1, 3, 4, 6, 8, 9, 12, 13, 15, 16, 18, 21, 22, 23, 25]",16
1717,390,"[2, 5, 7, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 24, 25]",2
1718,389,"[2, 3, 4, 5, 6, 9, 10, 12, 13, 17, 18, 19, 23, 24, 25]",5
1719,388,"[1, 2, 3, 5, 6, 7, 9, 10, 11, 15, 16, 17, 18, 20, 21]",0
1720,387,"[2, 3, 4, 8, 9, 10, 11, 12, 14, 15, 19, 20, 21, 22, 23]",11
1721,386,"[1, 2, 3, 4, 6, 7, 9, 11, 15, 18, 19, 20, 21, 23, 25]",3
1722,385,"[1, 2, 4, 5, 6, 8, 12, 13, 15, 18, 20, 22, 23, 24, 25]",7
1723,384,"[1, 3, 4, 7, 10, 11, 13, 15, 17, 18, 19, 20, 21, 22, 25]",3
1724,383,"[3, 5, 6, 7, 9, 11, 12, 14, 15, 16, 18, 22, 23, 24, 25]",4
1725,382,"[2, 3, 4, 7, 8, 9, 10, 11, 12, 14, 15, 16, 21, 22, 24]",2
1726,381,"[1, 3, 4, 6, 7, 9, 10, 12, 13, 15, 17, 19, 21, 22, 25]",17
1727,380,"[2, 3, 4, 6, 7, 8, 9, 10, 11, 14, 17, 18, 22, 23, 25]",1
1728,379,"[3, 4, 5, 7, 10, 11, 12, 13, 14, 16, 17, 18, 21, 22, 25]",1
1729,378,"[2, 3, 4, 6, 12, 13, 14, 15, 16, 19, 21, 22, 23, 24, 25]",2
1730,377,"[1, 2, 3, 4, 7, 8, 9, 11, 12, 13, 15, 17, 19, 20, 22]",2
1731,376,"[2, 3, 8, 10, 12, 13, 14, 15, 16, 18, 20, 21, 22, 24, 25]",1
1732,375,"[1, 2, 5, 7, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 25]",4
1733,374,"[1, 2, 3, 6, 9, 12, 13, 16, 18, 20, 21, 22, 23, 24, 25]",3
1734,373,"[2, 4, 6, 9, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23]",4
1735,372,"[3, 4, 5, 6, 10, 12, 13, 14, 16, 17, 19, 22, 23, 24, 25]",6
1736,371,"[1, 2, 3, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 22, 25]",0
1737,370,"[3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 16, 17, 19, 23, 25]",5
1738,369,"[1, 3, 5, 6, 7, 9, 11, 12, 14, 15, 20, 21, 22, 23, 24]",1
1739,368,"[2, 3, 4, 5, 6, 11, 13, 14, 15, 17, 19, 20, 21, 22, 24]",2
1740,367,"[1, 2, 4, 7, 8, 9, 12, 13, 15, 17, 18, 20, 21, 22, 24]",39
1741,366,"[3, 5, 6, 8, 9, 11, 13, 15, 17, 18, 20, 21, 22, 23, 25]",16
1742,365,"[3, 4, 5, 8, 10, 11, 12, 15, 16, 18, 19, 20, 23, 24, 25]",2
1743,364,"[2, 3, 4, 6, 7, 9, 11, 12, 13, 15, 19, 20, 21, 22, 24]",3
1744,363,"[2, 3, 4, 6, 8, 9, 11, 13, 15, 16, 17, 20, 21, 22, 23]",5
1745,362,"[1, 2, 3, 4, 5, 6, 7, 10, 12, 13, 17, 18, 22, 23, 24]",8
1746,361,"[1, 4, 7, 9, 10, 12, 13, 14, 15, 16, 17, 19, 20, 23, 24]",4
1747,360,"[1, 2, 3, 4, 5, 7, 8, 9, 11, 17, 18, 19, 20, 23, 24]",2
1748,359,"[4, 7, 8, 10, 11, 12, 13, 16, 17, 18, 19, 21, 22, 24, 25]",1
1749,358,"[2, 4, 6, 9, 10, 11, 12, 14, 15, 16, 17, 18, 23, 24, 25]",2
1750,357,"[1, 2, 5, 6, 8, 9, 10, 11, 13, 14, 17, 19, 21, 23, 25]",6
1751,356,"[2, 4, 5, 9, 10, 11, 13, 14, 15, 16, 19, 20, 22, 24, 25]",2
1752,355,"[2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 18, 19, 23, 25]",4
1753,354,"[1, 2, 4, 7, 8, 9, 10, 12, 16, 17, 18, 19, 21, 22, 23]",1
1754,353,"[2, 3, 7, 8, 9, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23]",14
1755,352,"[1, 2, 3, 4, 6, 9, 12, 13, 15, 17, 18, 19, 20, 22, 24]",2
1756,351,"[1, 2, 3, 5, 7, 10, 11, 12, 14, 16, 17, 18, 19, 23, 24]",2
1757,350,"[1, 2, 3, 4, 6, 7, 8, 9, 12, 13, 14, 15, 22, 23, 25]",6
1758,349,"[1, 2, 5, 7, 8, 12, 14, 16, 17, 18, 19, 20, 22, 24, 25]",32
1759,348,"[1, 2, 5, 7, 8, 12, 14, 17, 18, 19, 20, 21, 22, 24, 25]",3
1760,347,"[3, 5, 7, 8, 9, 10, 11, 12, 14, 15, 18, 19, 20, 24, 25]",1
1761,346,"[1, 2, 3, 5, 6, 8, 10, 12, 14, 15, 17, 18, 21, 23, 24]",9
1762,345,"[2, 7, 9, 11, 12, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25]",2
1763,344,"[2, 7, 9, 11, 12, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25]",2
1764,343,"[3, 4, 5, 6, 9, 10, 11, 12, 13, 15, 16, 20, 21, 24, 25]",3
1765,342,"[1, 3, 4, 8, 11, 12, 13, 15, 16, 19, 20, 21, 22, 23, 25]",3
1766,341,"[1, 5, 7, 9, 11, 12, 13, 16, 18, 19, 20, 21, 22, 24, 25]",1
1767,340,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 14, 19, 20, 21, 22, 25]",1
1768,339,"[1, 2, 5, 8, 10, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24]",4
1769,338,"[3, 4, 5, 6, 7, 9, 12, 14, 15, 16, 17, 19, 20, 21, 25]",2
1770,337,"[1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 16, 18, 19, 22, 23]",3
1771,336,"[1, 2, 3, 5, 6, 8, 10, 11, 14, 15, 16, 17, 19, 22, 25]",7
1772,335,"[1, 3, 4, 6, 7, 8, 9, 11, 12, 14, 16, 17, 19, 20, 21]",3
1773,334,"[1, 2, 6, 7, 8, 11, 13, 15, 16, 17, 18, 21, 22, 23, 25]",5
1774,333,"[1, 2, 5, 6, 9, 11, 12, 13, 14, 15, 16, 18, 21, 23, 25]",13
1775,332,"[2, 3, 5, 6, 7, 10, 11, 12, 14, 19, 20, 21, 23, 24, 25]",4
1776,331,"[1, 3, 5, 6, 7, 12, 13, 15, 16, 18, 19, 21, 22, 23, 25]",7
1777,330,"[1, 2, 5, 6, 9, 12, 14, 15, 17, 18, 19, 22, 23, 24, 25]",5
1778,329,"[1, 2, 3, 4, 8, 9, 13, 14, 17, 18, 20, 21, 23, 24, 25]",5
1779,328,"[2, 3, 4, 5, 11, 12, 13, 15, 18, 19, 21, 22, 23, 24, 25]",2
1780,327,"[1, 2, 3, 4, 8, 12, 13, 14, 15, 16, 17, 18, 19, 21, 23]",4
1781,326,"[1, 2, 4, 6, 7, 8, 10, 11, 12, 13, 15, 17, 18, 24, 25]",3
1782,325,"[1, 2, 4, 5, 6, 7, 10, 14, 15, 19, 20, 22, 23, 24, 25]",0
1783,324,"[1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 16, 20, 21, 23, 24]",4
1784,323,"[1, 2, 3, 4, 6, 7, 9, 10, 14, 17, 19, 20, 21, 23, 25]",1
1785,322,"[1, 2, 3, 5, 7, 12, 13, 15, 16, 17, 18, 20, 21, 23, 24]",2
1786,321,"[2, 3, 4, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20, 24, 25]",1
1787,320,"[1, 3, 6, 9, 11, 12, 14, 15, 17, 18, 19, 21, 22, 23, 25]",3
1788,319,"[1, 3, 4, 6, 8, 9, 10, 12, 14, 16, 17, 19, 20, 23, 24]",7
1789,318,"[3, 4, 5, 6, 9, 11, 12, 13, 14, 15, 16, 18, 21, 23, 25]",4
1790,317,"[1, 2, 4, 5, 8, 9, 11, 14, 16, 18, 19, 21, 22, 24, 25]",3
1791,316,"[1, 3, 4, 6, 7, 8, 10, 12, 13, 14, 15, 18, 19, 23, 24]",1
1792,315,"[2, 3, 5, 6, 8, 11, 13, 14, 16, 17, 19, 20, 21, 23, 24]",10
1793,314,"[1, 2, 5, 6, 8, 9, 11, 12, 13, 14, 15, 19, 20, 21, 22]",1
1794,313,"[2, 3, 6, 7, 9, 10, 12, 14, 15, 16, 17, 18, 19, 23, 25]",3
1795,312,"[1, 2, 6, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 22, 25]",1
1796,311,"[2, 4, 5, 7, 10, 12, 14, 15, 16, 17, 19, 20, 23, 24, 25]",9
1797,310,"[2, 3, 5, 9, 10, 11, 14, 15, 16, 17, 18, 19, 21, 23, 24]",1
1798,309,"[1, 2, 3, 4, 8, 9, 10, 13, 14, 16, 17, 20, 21, 22, 24]",2
1799,308,"[1, 2, 4, 5, 12, 13, 15, 16, 18, 19, 21, 22, 23, 24, 25]",2
1800,307,"[1, 3, 4, 6, 9, 10, 12, 14, 15, 17, 19, 20, 21, 23, 24]",22
1801,306,"[1, 2, 4, 5, 8, 11, 12, 13, 14, 15, 16, 18, 19, 20, 25]",0
1802,305,"[2, 3, 4, 5, 8, 10, 11, 12, 13, 18, 20, 21, 22, 24, 25]",3
1803,304,"[1, 3, 4, 5, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 25]",0
1804,303,"[2, 3, 4, 6, 8, 12, 15, 16, 17, 18, 20, 21, 22, 23, 24]",3
